Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001722,Male,Yes,0,Graduate,No,148,1803,143,180,1,Rural,N
LP002449,Male,Yes,0,Graduate,No,2802,2923,84,240,0,Rural,Y
LP001047,Male,Yes,0,Not Graduate,No,2200,2208,109,360,0,Semiurban,N
LP001098,Male,Yes,0,Graduate,No,3538,1706,118,120,1,Semiurban,Y
LP002187,Male,No,0,Graduate,No,2603,0,88,120,0,Semiurban,N
LP001688,Male,Yes,1,Not Graduate,No,3023,1090,139,360,0,Urban,Y
LP001636,Male,Yes,0,Graduate,No,4776,0,79,120,0,Semiurban,Y
LP001896,Male,Yes,2,Graduate,No,3523,0,101,120,0,Semiurban,Y
LP001926,Male,Yes,0,Graduate,No,3894,1873,118,180,0,Rural,Y
LP002367,Female,No,1,Not Graduate,No,4724,0,84,240,1,Rural,N
LP002821,Male,No,0,Not Graduate,Yes,5963,0,137,180,0,Semiurban,Y
LP001931,Female,No,0,Graduate,No,4261,0,106,240,1,Semiurban,Y
LP002837,Male,Yes,3+,Graduate,No,3446,2554,116,120,0,Rural,N
LP001744,Male,No,0,Graduate,No,2602,3087,164,360,1,Semiurban,Y
LP001282,Male,Yes,0,Graduate,No,2765,1965,110,240,0,Semiurban,Y
LP001487,Male,No,0,Graduate,No,5512,0,98,240,0,Semiurban,Y
LP001006,Male,Yes,0,Not Graduate,No,2464,2510,143,360,0,Urban,Y
LP002472,Male,No,2,Graduate,No,5179,0,146,120,1,Rural,Y
LP002877,Male,Yes,1,Graduate,No,1560,2012,116,240,0,Rural,Y
LP002545,Male,No,2,Graduate,No,3805,0,84,360,0,Rural,N
LP001245,Male,Yes,2,Not Graduate,Yes,2032,1788,102,240,1,Semiurban,Y
LP001978,Male,No,0,Graduate,No,4080,2556,153,240,0,Rural,Y
LP001333,Male,Yes,0,Graduate,No,1927,865,56,120,1,Semiurban,Y
LP001138,Male,Yes,1,Graduate,No,5707,0,43,180,0,Urban,Y
LP002472,Male,No,2,Graduate,No,4030,0,121,120,1,Rural,Y
LP001868,Male,No,0,Graduate,No,1764,2460,155,240,1,Semiurban,Y
LP002131,Male,Yes,2,Not Graduate,No,2797,2351,130,360,1,Urban,Y
LP002723,Male,No,2,Graduate,No,3543,0,112,120,0,Rural,N
LP001473,Male,No,0,Graduate,No,2037,1997,72,120,0,Urban,Y
LP001994,Female,No,0,Graduate,No,2343,1822,73,240,1,Urban,N
LP002917,Female,No,0,Not Graduate,No,2594,0,67,120,1,Semiurban,Y
LP001790,Female,No,1,Graduate,No,3488,0,93,240,0,Rural,Y
LP001151,Female,No,0,Graduate,No,3574,2370,136,360,1,Semiurban,Y
LP001197,Male,Yes,0,Graduate,No,3225,2551,122,180,1,Rural,N
LP001487,Male,No,0,Graduate,No,5425,0,105,360,0,Semiurban,Y
LP002087,Female,No,0,Graduate,No,2500,0,67,120,1,Urban,Y
LP002493,Male,No,0,Graduate,No,4279,0,103,360,1,Semiurban,N
LP001316,Male,Yes,0,Graduate,No,3184,2787,132,120,1,Semiurban,Y
LP001639,Female,Yes,0,Graduate,No,4187,0,113,240,0,Semiurban,Y
LP002911,Male,Yes,1,Graduate,No,2822,1987,141,180,0,Rural,N
LP001577,Female,Yes,0,Graduate,No,4775,0,117,180,1,Rural,N
LP001578,Male,Yes,0,Graduate,No,2839,3782,107,240,1,Rural,Y
LP002472,Male,No,2,Graduate,No,4377,0,129,240,1,Rural,Y
LP001750,Male,Yes,0,Graduate,No,5724,0,129,120,0,Semiurban,Y
LP001482,Male,Yes,0,Graduate,Yes,3599,0,25,180,0,Semiurban,Y
LP002390,Male,No,0,Graduate,No,4040,0,103,240,1,Urban,Y
LP002544,Male,Yes,1,Not Graduate,No,2033,2625,129,360,0,Rural,Y
LP001431,Female,No,0,Graduate,No,1882,8832,139,240,1,Semiurban,Y
LP002314,Female,No,0,Not Graduate,No,1977,0,68,120,0,Rural,Y
LP001316,Male,Yes,0,Graduate,No,2572,2763,141,360,0,Semiurban,Y
LP001616,Male,Yes,1,Graduate,No,3273,0,90,120,1,Semiurban,Y
LP001038,Male,Yes,0,Not Graduate,No,4915,0,142,240,1,Rural,N
LP001743,Male,Yes,2,Graduate,No,4616,1748,124,360,1,Semiurban,Y
LP001073,Male,Yes,2,Not Graduate,No,4432,988,126,120,0,Urban,Y
LP001248,Male,No,0,Graduate,No,3734,0,84,120,1,Semiurban,Y
LP001043,Male,Yes,0,Not Graduate,No,8033,0,95,180,0,Urban,N
LP001024,Male,Yes,2,Graduate,No,3105,561,79,180,0,Urban,Y
LP002387,Male,Yes,0,Graduate,No,2044,2037,140,180,0,Semiurban,Y
LP002556,Male,No,0,Graduate,No,2121,0,74,240,1,Urban,N
LP002387,Male,Yes,0,Graduate,No,2470,2228,130,120,1,Semiurban,Y
LP001008,Male,No,0,Graduate,No,6513,0,131,360,1,Urban,Y
LP001473,Male,No,0,Graduate,No,1980,1646,72,240,1,Urban,Y
LP002086,Female,Yes,0,Graduate,No,4174,2796,120,180,0,Urban,N
LP001029,Male,No,0,Graduate,No,2020,2655,118,360,0,Rural,N
LP001698,Male,No,0,Not Graduate,No,3608,2353,47,120,0,Rural,Y
LP002035,Male,Yes,2,Graduate,No,3901,0,126,360,0,Semiurban,Y
LP002840,Female,No,0,Graduate,No,2410,0,7,120,1,Urban,N
LP001868,Male,No,0,Graduate,No,2209,2283,148,240,0,Semiurban,Y
LP001120,Male,No,0,Graduate,No,1973,1133,44,240,1,Urban,Y
LP002690,Male,No,0,Graduate,No,2436,0,48,360,0,Semiurban,Y
LP002807,Male,Yes,2,Not Graduate,No,4116,246,123,120,1,Semiurban,Y
LP002448,Male,Yes,0,Graduate,No,3431,1925,133,120,1,Rural,N
LP001565,Male,Yes,1,Graduate,No,2920,1306,112,180,0,Semiurban,N
LP002600,Male,Yes,1,Graduate,Yes,2736,0,93,120,0,Semiurban,Y
LP002836,Male,No,0,Graduate,No,3333,0,70,360,1,Urban,Y
LP002116,Female,No,0,Graduate,No,1942,0,49,120,1,Rural,N
LP002877,Male,Yes,1,Graduate,No,1883,2124,95,180,0,Rural,Y
LP002772,Male,No,0,Graduate,No,2779,1783,138,120,1,Rural,Y
LP002684,Female,No,0,Not Graduate,No,3089,0,83,180,1,Rural,N
LP002377,Female,No,1,Graduate,Yes,8113,0,142,180,1,Semiurban,Y
LP001146,Female,Yes,0,Graduate,No,2545,3446,106,180,1,Urban,N
LP001630,Male,No,0,Not Graduate,No,2080,1607,93,120,0,Urban,N
LP001179,Male,Yes,2,Graduate,No,4334,0,144,240,0,Urban,N
LP001871,Female,No,0,Graduate,No,7006,0,118,120,0,Rural,Y
LP002606,Female,No,0,Graduate,No,3319,0,100,360,0,Semiurban,Y
LP001578,Male,Yes,0,Graduate,No,2439,3333,129,180,1,Rural,Y
LP001639,Female,Yes,0,Graduate,No,3562,0,110,360,1,Semiurban,Y
LP002449,Male,Yes,0,Graduate,No,2527,2126,94,180,0,Rural,Y
LP001636,Male,Yes,0,Graduate,No,5175,0,81,180,0,Semiurban,Y
LP002141,Male,Yes,3+,Graduate,No,2445,2047,67,180,0,Rural,Y
LP002361,Male,Yes,0,Graduate,No,1644,1714,99,180,0,Urban,Y
LP001750,Male,Yes,0,Graduate,No,6030,0,146,360,1,Semiurban,Y
LP001112,Female,Yes,0,Graduate,No,3417,1566,131,120,1,Semiurban,Y
LP001888,Female,No,0,Graduate,No,2924,0,34,180,1,Urban,Y
LP001131,Male,Yes,0,Graduate,No,3772,2644,144,180,1,Semiurban,Y
LP002266,Male,Yes,2,Graduate,No,2988,1372,92,240,1,Urban,Y
LP001528,Male,No,0,Graduate,No,7122,0,133,240,1,Rural,N
LP002305,Female,No,0,Graduate,No,4424,0,109,120,1,Semiurban,Y
LP002519,Male,Yes,3+,Graduate,No,4762,0,110,120,0,Semiurban,Y
LP001131,Male,Yes,0,Graduate,No,4052,2598,118,240,0,Semiurban,Y
LP001931,Female,No,0,Graduate,No,4235,0,112,240,1,Semiurban,Y
LP002429,Male,Yes,1,Graduate,Yes,3650,1278,139,360,1,Rural,Y
LP002051,Male,Yes,0,Graduate,No,2419,2150,99,360,1,Semiurban,Y
LP001807,Male,Yes,2,Graduate,Yes,6850,1087,113,120,1,Rural,Y
LP002051,Male,Yes,0,Graduate,No,2390,2067,127,360,1,Semiurban,Y
LP002974,Male,Yes,0,Graduate,No,3269,2024,109,360,1,Rural,Y
LP001528,Male,No,0,Graduate,No,6500,0,122,360,1,Rural,N
LP002877,Male,Yes,1,Graduate,No,1632,2158,105,180,1,Rural,Y
LP001343,Male,Yes,0,Graduate,No,1650,3307,133,120,1,Semiurban,Y
LP001744,Male,No,0,Graduate,No,3409,3099,125,360,0,Semiurban,Y
LP001491,Male,Yes,2,Graduate,Yes,3124,3274,83,180,0,Urban,Y
LP002807,Male,Yes,2,Not Graduate,No,3714,283,126,240,1,Semiurban,Y
LP002224,Male,No,0,Graduate,No,3093,0,55,120,1,Urban,N
LP001750,Male,Yes,0,Graduate,No,6296,0,145,120,1,Semiurban,Y
LP001825,Male,Yes,0,Graduate,No,2082,1855,94,180,0,Urban,Y
LP002500,Male,Yes,3+,Not Graduate,No,3058,1795,78,120,0,Urban,N
LP001029,Male,No,0,Graduate,No,1844,2658,105,180,1,Rural,N
LP001578,Male,Yes,0,Graduate,No,2547,3431,144,180,0,Rural,Y
LP002031,Male,Yes,1,Not Graduate,No,3013,1289,106,120,0,Urban,Y
LP002398,Male,No,0,Graduate,No,1923,1495,52,360,0,Semiurban,Y
LP001255,Male,No,0,Graduate,No,2948,0,129,360,1,Urban,N
LP002585,Male,Yes,0,Graduate,No,3667,2287,119,240,1,Rural,N
LP002031,Male,Yes,1,Not Graduate,No,3423,1599,94,240,0,Urban,Y
LP002648,Male,Yes,0,Graduate,No,2046,6838,72,240,0,Semiurban,N
LP002266,Male,Yes,2,Graduate,No,2776,1302,112,180,0,Urban,Y
LP001940,Male,Yes,2,Graduate,No,2874,1692,134,180,1,Urban,Y
LP002345,Male,Yes,0,Graduate,No,1000,2526,115,240,0,Rural,Y
LP002211,Male,Yes,0,Graduate,No,4711,832,105,240,1,Urban,Y
LP001698,Male,No,0,Not Graduate,No,4359,2760,56,240,1,Rural,Y
LP001478,Male,No,0,Graduate,No,2389,0,62,120,1,Semiurban,Y
LP002741,Female,Yes,1,Graduate,No,4262,2651,135,120,0,Semiurban,Y
LP001068,Male,Yes,0,Graduate,No,2604,1999,144,180,0,Semiurban,Y
LP001024,Male,Yes,2,Graduate,No,3629,716,66,240,1,Urban,Y
LP001334,Male,Yes,0,Not Graduate,No,4870,0,109,120,1,Semiurban,Y
LP002086,Female,Yes,0,Graduate,No,4641,2033,115,240,1,Urban,N
LP001924,Male,No,0,Graduate,No,3346,3255,86,180,0,Rural,Y
LP002308,Male,Yes,0,Not Graduate,No,2396,2041,116,180,0,Urban,Y
LP002505,Male,Yes,0,Graduate,No,4606,2695,90,180,1,Urban,N
LP002619,Male,Yes,0,Not Graduate,No,3529,1179,124,360,0,Semiurban,Y
LP002379,Male,No,0,Graduate,No,5855,0,118,360,0,Rural,N
LP001579,Male,No,0,Graduate,No,2634,0,67,180,1,Semiurban,N
LP002180,Male,No,0,Graduate,Yes,6499,0,134,180,0,Rural,Y
LP002739,Male,Yes,0,Not Graduate,No,3010,592,63,240,1,Rural,N
LP002743,Female,No,0,Graduate,No,2340,0,96,360,1,Semiurban,N
LP001674,Male,Yes,1,Not Graduate,No,2131,2380,96,120,1,Semiurban,Y
LP001259,Male,Yes,1,Graduate,Yes,954,3203,107,180,0,Urban,N
LP001636,Male,Yes,0,Graduate,No,4282,0,66,120,1,Semiurban,Y
LP002051,Male,Yes,0,Graduate,No,2343,2339,119,240,1,Semiurban,Y
LP001841,Male,No,0,Not Graduate,Yes,2830,2074,101,120,0,Rural,Y
LP001491,Male,Yes,2,Graduate,Yes,3868,3754,80,240,0,Urban,Y
LP001489,Female,Yes,0,Graduate,No,4043,0,79,120,0,Rural,N
LP002648,Male,Yes,0,Graduate,No,1804,6757,68,360,1,Semiurban,N
LP001334,Male,Yes,0,Not Graduate,No,3684,0,137,240,0,Semiurban,Y
LP001518,Male,Yes,1,Graduate,No,1581,1577,35,180,0,Urban,Y
LP002659,Male,Yes,3+,Graduate,No,3042,3594,141,240,1,Rural,Y
LP002519,Male,Yes,3+,Graduate,No,4658,0,106,120,1,Semiurban,Y
LP001528,Male,No,0,Graduate,No,6328,0,137,120,1,Rural,N
LP002619,Male,Yes,0,Not Graduate,No,2892,1349,122,120,1,Semiurban,Y
LP002741,Female,Yes,1,Graduate,No,4515,3095,116,360,0,Semiurban,Y
LP001744,Male,No,0,Graduate,No,3165,2480,159,180,0,Semiurban,Y
LP001343,Male,Yes,0,Graduate,No,1772,3828,144,180,1,Semiurban,Y
LP002031,Male,Yes,1,Not Graduate,No,3641,1903,123,180,1,Urban,Y
LP001151,Female,No,0,Graduate,No,3885,1873,147,180,1,Semiurban,Y
LP002893,Male,No,0,Graduate,No,2047,31205,81,120,1,Urban,N
LP001333,Male,Yes,0,Graduate,No,1920,1042,52,360,0,Semiurban,Y
LP001641,Male,Yes,1,Graduate,Yes,1929,0,64,360,1,Rural,N
LP001904,Male,Yes,0,Graduate,No,3165,1325,81,180,1,Urban,Y
LP002266,Male,Yes,2,Graduate,No,3575,1533,92,180,0,Urban,Y
LP001778,Male,Yes,1,Graduate,No,3171,1615,166,240,1,Semiurban,Y
LP002606,Female,No,0,Graduate,No,3371,0,101,180,1,Semiurban,Y
LP001813,Male,No,0,Graduate,Yes,5670,4506,139,360,1,Urban,N
LP001577,Female,Yes,0,Graduate,No,5041,0,125,240,1,Rural,N
LP002284,Male,No,0,Not Graduate,No,4021,1673,92,360,0,Rural,Y
LP001030,Male,Yes,2,Graduate,No,1185,1021,14,360,0,Urban,Y
LP002443,Male,Yes,2,Graduate,No,3002,1686,162,120,0,Rural,N
LP001963,Male,Yes,1,Graduate,No,2143,3161,113,120,0,Urban,N
LP001691,Male,Yes,2,Not Graduate,No,4083,0,104,240,1,Semiurban,Y
LP001478,Male,No,0,Graduate,No,2880,0,66,360,1,Semiurban,Y
LP002940,Male,No,0,Not Graduate,No,4229,0,102,120,1,Rural,Y
LP002517,Male,Yes,1,Not Graduate,No,2956,1515,102,240,0,Rural,N
LP002300,Female,No,0,Not Graduate,No,1976,0,50,240,1,Semiurban,Y
LP001603,Male,Yes,0,Not Graduate,Yes,4969,894,88,240,1,Semiurban,N
LP001327,Female,Yes,0,Graduate,No,2059,2178,141,360,0,Semiurban,Y
LP002281,Male,Yes,0,Graduate,No,2860,1568,93,240,1,Urban,Y
LP001892,Male,No,0,Graduate,No,2841,2020,146,180,1,Rural,Y
LP002379,Male,No,0,Graduate,No,6888,0,90,120,1,Rural,N
LP001702,Male,No,0,Graduate,No,3638,0,138,180,1,Semiurban,N
LP001206,Male,Yes,3+,Graduate,No,2582,0,94,360,1,Urban,Y
LP001616,Male,Yes,1,Graduate,No,3880,0,111,120,1,Semiurban,Y
LP001138,Male,Yes,1,Graduate,No,5005,0,42,120,0,Urban,Y
LP002978,Female,No,0,Graduate,No,3110,0,62,360,0,Rural,Y
LP002600,Male,Yes,1,Graduate,Yes,3150,0,100,180,0,Semiurban,Y
LP001720,Male,Yes,3+,Not Graduate,No,4320,1023,84,240,0,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,3807,3425,137,240,0,Rural,Y
LP001868,Male,No,0,Graduate,No,1856,2621,153,120,1,Semiurban,Y
LP002277,Female,No,0,Graduate,No,3124,0,50,180,0,Urban,N
LP002126,Male,Yes,3+,Not Graduate,No,3000,0,77,180,0,Semiurban,Y
LP001518,Male,Yes,1,Graduate,No,1474,1267,30,360,1,Urban,Y
LP001343,Male,Yes,0,Graduate,No,1752,3758,117,120,1,Semiurban,Y
LP002308,Male,Yes,0,Not Graduate,No,1665,2763,119,180,0,Urban,Y
LP001245,Male,Yes,2,Not Graduate,Yes,2090,2034,105,120,0,Semiurban,Y
LP001384,Male,Yes,3+,Not Graduate,No,2061,631,89,360,0,Semiurban,Y
LP001926,Male,Yes,0,Graduate,No,3407,2087,129,360,0,Rural,Y
LP001006,Male,Yes,0,Not Graduate,No,2175,2219,126,240,0,Urban,Y
LP001138,Male,Yes,1,Graduate,No,5798,0,42,180,1,Urban,Y
LP001692,Female,No,0,Not Graduate,No,5199,0,116,360,1,Semiurban,Y
LP001097,Male,No,1,Graduate,Yes,4692,0,106,360,1,Rural,N
LP001577,Female,Yes,0,Graduate,No,3802,0,87,120,0,Rural,N
LP001030,Male,Yes,2,Graduate,No,1440,1199,17,360,0,Urban,Y
LP001194,Male,Yes,2,Graduate,No,2984,1152,105,240,1,Semiurban,Y
LP002863,Male,Yes,3+,Graduate,No,6058,0,146,180,1,Semiurban,N
LP001005,Male,Yes,0,Graduate,Yes,2718,0,79,180,0,Urban,Y
LP002493,Male,No,0,Graduate,No,4250,0,103,180,0,Semiurban,N
LP002244,Male,Yes,0,Graduate,No,2339,2595,150,120,0,Urban,Y
LP002789,Male,Yes,0,Graduate,No,3300,4263,158,180,1,Rural,N
LP001743,Male,Yes,2,Graduate,No,3205,1550,97,180,1,Semiurban,Y
LP001116,Male,No,0,Not Graduate,No,3061,1608,130,180,0,Semiurban,Y
LP002940,Male,No,0,Not Graduate,No,3832,0,111,180,0,Rural,Y
LP002768,Male,No,0,Not Graduate,No,3575,0,81,360,0,Semiurban,N
LP001900,Male,Yes,1,Graduate,No,2490,2103,104,360,1,Semiurban,Y
LP001888,Female,No,0,Graduate,No,3306,0,27,120,0,Urban,Y
LP001036,Female,No,0,Graduate,No,3188,0,84,360,1,Urban,N
LP002318,Female,No,1,Not Graduate,Yes,3222,0,63,240,0,Semiurban,N
LP001199,Male,Yes,2,Not Graduate,No,3598,3200,150,180,1,Urban,Y
LP002004,Male,No,0,Not Graduate,No,3077,2663,114,120,0,Semiurban,Y
LP002443,Male,Yes,2,Graduate,No,3796,1958,151,240,1,Rural,N
LP002277,Female,No,0,Graduate,No,3265,0,73,120,1,Urban,N
LP001974,Female,No,0,Graduate,No,4808,0,126,180,0,Rural,Y
LP001520,Male,Yes,0,Graduate,No,4507,928,138,240,1,Semiurban,Y
LP002224,Male,No,0,Graduate,No,3101,0,74,120,0,Urban,N
LP002332,Male,Yes,0,Not Graduate,No,2053,2093,118,240,1,Rural,Y
LP002792,Male,Yes,1,Graduate,No,5120,1090,24,180,1,Semiurban,Y
LP002739,Male,Yes,0,Not Graduate,No,3013,593,62,120,1,Rural,N
LP001334,Male,Yes,0,Not Graduate,No,4739,0,130,240,0,Semiurban,Y
LP002916,Male,Yes,0,Graduate,No,2297,1522,104,240,1,Urban,Y
LP001518,Male,Yes,1,Graduate,No,1627,1442,29,360,0,Urban,Y
LP002348,Male,Yes,0,Graduate,No,5950,0,140,240,0,Rural,Y
LP002917,Female,No,0,Not Graduate,No,2187,0,71,240,0,Semiurban,Y
LP002837,Male,Yes,3+,Graduate,No,4070,2153,101,360,1,Rural,N
LP002556,Male,No,0,Graduate,No,2435,0,75,240,0,Urban,N
LP002978,Female,No,0,Graduate,No,3146,0,75,240,0,Rural,Y
LP001157,Female,No,0,Graduate,No,3172,0,127,240,0,Semiurban,Y
LP001086,Male,No,0,Not Graduate,No,1294,0,32,180,0,Urban,N
LP001029,Male,No,0,Graduate,No,1838,3265,139,180,1,Rural,N
LP001319,Male,Yes,2,Not Graduate,No,3611,2038,93,180,0,Urban,Y
LP002300,Female,No,0,Not Graduate,No,2089,0,56,360,0,Semiurban,Y
LP002571,Male,No,0,Not Graduate,No,3894,0,105,120,1,Rural,Y
LP002368,Male,Yes,2,Graduate,No,5277,0,118,120,1,Semiurban,Y
LP001151,Female,No,0,Graduate,No,3474,1764,169,120,1,Semiurban,Y
LP002603,Female,No,0,Graduate,No,594,2985,123,240,1,Rural,Y
LP002265,Male,Yes,2,Not Graduate,No,1901,1638,111,120,1,Semiurban,Y
LP002777,Male,Yes,0,Graduate,No,2758,2174,111,120,0,Rural,Y
LP001940,Male,Yes,2,Graduate,No,2721,1519,137,240,1,Urban,Y
LP002755,Male,Yes,1,Not Graduate,No,2203,2648,115,120,1,Urban,Y
LP002789,Male,Yes,0,Graduate,No,3261,4176,126,120,1,Rural,N
LP001849,Male,No,0,Not Graduate,No,5662,0,129,360,0,Rural,N
LP002705,Male,Yes,0,Graduate,No,3923,0,116,120,1,Semiurban,Y
LP001892,Male,No,0,Graduate,No,3128,1815,107,120,1,Rural,Y
LP001819,Male,Yes,1,Not Graduate,No,6865,0,144,180,1,Urban,Y
LP002143,Female,Yes,0,Graduate,No,2348,456,111,240,0,Semiurban,Y
LP001813,Male,No,0,Graduate,Yes,6401,5302,130,180,1,Urban,N
LP001994,Female,No,0,Graduate,No,2104,1810,112,180,1,Urban,N
LP002940,Male,No,0,Not Graduate,No,3835,0,84,240,1,Rural,Y
LP001255,Male,No,0,Graduate,No,3791,0,108,180,0,Urban,N
LP002006,Female,No,0,Graduate,No,2645,0,59,240,0,Rural,Y
LP001896,Male,Yes,2,Graduate,No,3900,0,90,120,1,Semiurban,Y
LP002792,Male,Yes,1,Graduate,No,5551,1070,27,180,1,Semiurban,Y
LP002556,Male,No,0,Graduate,No,2583,0,86,120,1,Urban,N
LP001241,Female,No,0,Graduate,No,3798,0,132,360,0,Semiurban,N
LP002807,Male,Yes,2,Not Graduate,No,4335,236,112,240,1,Semiurban,Y
LP002537,Male,Yes,0,Graduate,No,2247,3324,128,180,0,Semiurban,Y
LP001925,Female,No,0,Graduate,Yes,2420,1846,101,240,0,Semiurban,N
LP001750,Male,Yes,0,Graduate,No,6101,0,127,180,0,Semiurban,Y
LP001698,Male,No,0,Not Graduate,No,3822,2749,54,120,0,Rural,Y
LP001800,Male,Yes,1,Not Graduate,No,2251,1805,161,360,0,Urban,N
LP001608,Male,Yes,2,Graduate,No,1948,1665,104,120,1,Rural,Y
LP002916,Male,Yes,0,Graduate,No,2456,1213,106,240,1,Urban,Y
LP002928,Male,Yes,0,Graduate,No,3032,3765,51,180,1,Semiurban,Y
LP001936,Male,Yes,0,Graduate,No,2943,2196,137,360,0,Rural,Y
LP001146,Female,Yes,0,Graduate,No,2881,3291,103,240,0,Urban,N
LP002459,Male,Yes,0,Graduate,No,4361,0,75,180,0,Urban,Y
LP001800,Male,Yes,1,Not Graduate,No,2586,2133,128,180,1,Urban,N
LP001029,Male,No,0,Graduate,No,1665,2261,104,180,0,Rural,N
LP001715,Male,Yes,3+,Not Graduate,Yes,5646,0,117,180,0,Rural,Y
LP002006,Female,No,0,Graduate,No,2323,0,61,240,1,Rural,Y
LP001896,Male,Yes,2,Graduate,No,3866,0,79,180,0,Semiurban,Y
LP001750,Male,Yes,0,Graduate,No,6743,0,122,360,0,Semiurban,Y
LP002836,Male,No,0,Graduate,No,3343,0,56,120,1,Urban,Y
LP001164,Female,No,0,Graduate,No,4391,0,102,360,0,Semiurban,N
LP001954,Female,Yes,1,Graduate,No,4923,0,152,180,1,Urban,Y
LP002239,Male,No,0,Not Graduate,No,2519,1965,140,120,0,Semiurban,Y
LP001507,Male,Yes,0,Graduate,No,2633,2087,110,180,0,Semiurban,Y
LP001854,Male,Yes,3+,Graduate,No,5666,0,85,180,0,Urban,N
LP001030,Male,Yes,2,Graduate,No,1600,985,17,120,1,Urban,Y
LP002600,Male,Yes,1,Graduate,Yes,2653,0,106,240,1,Semiurban,Y
LP002443,Male,Yes,2,Graduate,No,2813,1593,156,360,0,Rural,N
LP002741,Female,Yes,1,Graduate,No,4903,2961,135,120,1,Semiurban,Y
LP002936,Male,Yes,0,Graduate,No,3797,2665,149,180,0,Rural,Y
LP001228,Male,No,0,Not Graduate,No,2765,2518,119,180,1,Urban,N
LP001120,Male,No,0,Graduate,No,1887,1222,50,360,0,Urban,Y
LP002807,Male,Yes,2,Not Graduate,No,3166,231,108,360,0,Semiurban,Y
LP002448,Male,Yes,0,Graduate,No,3469,1695,160,180,0,Rural,N
LP001692,Female,No,0,Not Graduate,No,4408,0,120,120,1,Semiurban,Y
LP001778,Male,Yes,1,Graduate,No,3055,1624,108,360,1,Semiurban,Y
LP002928,Male,Yes,0,Graduate,No,2444,3722,50,120,0,Semiurban,Y
LP001807,Male,Yes,2,Graduate,Yes,6250,1300,108,120,0,Rural,Y
LP002979,Male,Yes,3+,Graduate,No,3561,0,37,360,1,Rural,Y
LP001029,Male,No,0,Graduate,No,2118,2479,111,360,1,Rural,N
LP001936,Male,Yes,0,Graduate,No,2830,2663,125,180,0,Rural,Y
LP002143,Female,Yes,0,Graduate,No,2080,504,125,120,1,Semiurban,Y
LP002141,Male,Yes,3+,Graduate,No,2881,2068,98,240,1,Rural,Y
LP001228,Male,No,0,Not Graduate,No,3127,2057,157,180,1,Urban,N
LP002234,Male,No,0,Graduate,Yes,6996,0,130,120,0,Urban,Y
LP001024,Male,Yes,2,Graduate,No,3317,739,83,120,0,Urban,Y
LP002287,Female,No,0,Graduate,No,1431,1761,107,120,1,Semiurban,N
LP001029,Male,No,0,Graduate,No,1764,3081,115,120,1,Rural,N
LP002739,Male,Yes,0,Not Graduate,No,3089,555,61,240,1,Rural,N
LP001630,Male,No,0,Not Graduate,No,2513,1591,103,360,1,Urban,N
LP001047,Male,Yes,0,Not Graduate,No,2452,1963,108,120,0,Semiurban,N
LP002472,Male,No,2,Graduate,No,3867,0,141,120,1,Rural,Y
LP001560,Male,Yes,0,Not Graduate,No,1637,955,102,360,0,Semiurban,Y
LP001841,Male,No,0,Not Graduate,Yes,2831,2200,104,180,0,Rural,Y
LP001716,Male,Yes,0,Graduate,No,3160,2747,136,180,1,Urban,Y
LP002776,Female,No,0,Graduate,No,4705,0,89,180,0,Semiurban,N
LP001849,Male,No,0,Not Graduate,No,5388,0,109,180,1,Rural,N
LP002141,Male,Yes,3+,Graduate,No,2436,2104,88,120,0,Rural,Y
LP002211,Male,Yes,0,Graduate,No,5256,807,121,120,0,Urban,Y
LP001384,Male,Yes,3+,Not Graduate,No,2223,802,102,120,0,Semiurban,Y
LP001367,Male,Yes,1,Graduate,No,3450,1060,93,240,1,Urban,Y
LP001896,Male,Yes,2,Graduate,No,3813,0,95,120,1,Semiurban,Y
LP001931,Female,No,0,Graduate,No,4158,0,111,180,0,Semiurban,Y
LP001565,Male,Yes,1,Graduate,No,3385,1292,118,360,0,Semiurban,N
LP001616,Male,Yes,1,Graduate,No,3614,0,116,120,1,Semiurban,Y
LP001814,Male,Yes,2,Graduate,No,10203,0,106,120,1,Urban,Y
LP001964,Male,Yes,0,Not Graduate,No,1882,2944,87,180,1,Urban,N
LP002158,Male,Yes,0,Not Graduate,No,2861,1519,87,360,0,Urban,N
LP002296,Male,No,0,Not Graduate,No,2501,0,67,180,1,Rural,N
LP002768,Male,No,0,Not Graduate,No,3621,0,67,360,0,Semiurban,N
LP001222,Female,No,0,Graduate,No,3965,0,116,240,1,Semiurban,N
LP002603,Female,No,0,Graduate,No,698,3826,113,180,1,Rural,Y
LP001877,Male,Yes,2,Graduate,No,4794,1461,138,120,1,Semiurban,Y
LP002087,Female,No,0,Graduate,No,2750,0,66,120,0,Urban,Y
LP001343,Male,Yes,0,Graduate,No,1694,3547,148,180,0,Semiurban,Y
LP001792,Male,Yes,1,Graduate,No,2756,0,96,360,1,Semiurban,Y
LP001814,Male,Yes,2,Graduate,No,11034,0,101,120,0,Urban,Y
LP001722,Male,Yes,0,Graduate,No,165,1915,141,240,1,Rural,N
LP001565,Male,Yes,1,Graduate,No,3304,1319,116,360,1,Semiurban,N
LP002505,Male,Yes,0,Graduate,No,3765,2576,131,120,1,Urban,N
